dbn,school_name,address,lat,lon,district,school_type,grades,has_mshp,chronic_absenteeism_rate,enrollment
10X353,World View High School,100 WEST MOSHOLU PARKWAY SOUTH,40.879958,-73.889011,10,High School,"09,10,11,12",True,39.6369133,661.0
11X355,Bronx Alliance Middle School,3750 BAYCHESTER AVENUE,40.886002,-73.839682,11,Middle School,"06,07,08",True,32.53588486,209.0
11X357,Young Voices Academy of the Bronx,800 LYDIG AVENUE,40.854423,-73.863733,11,High School,"0K,01,02,03,04,05",False,27.29528618,403.0
07X359,Concourse Village Elementary School,750 CONCOURSE VILLAGE WEST,40.823014,-73.922527,7,Elementary,"PK,0K,01,02,03,04,05",False,7.339449406,218.0
10X360,P.S. 360,2880 KINGSBRIDGE TERRACE,40.874717,-73.902214,10,Elementary,"0K,01,02,03,04,05",False,42.62295151,305.0
09X361,The Highbridge Green School,200 West 167th Street,40.838232,-73.927892,9,Other,"06,07,08",False,27.40384674,416.0
10X363,Academy For Personal Leadership And Excellence,120 EAST 184 STREET,40.859496,-73.90049,10,High School,"06,07,08",False,43.40723419,857.0
09X365,Academy for Language and Technology,1700 MACOMBS ROAD,40.849416,-73.915217,9,High School,"09,10,11,12",False,25.78947449,380.0
08X367,"Archimedes Academy for Math, Science and Technolog",456 WHITE PLAINS ROAD,40.815043,-73.85607,8,High School,"06,07,08,09,10,11,12",True,54.10821533,499.0
10X368,In-Tech Academy (M.S. / High School 368),2975 TIBBETT AVENUE,40.877935,-73.913694,10,High School,"06,07,08,09,10,11,12",False,24.92462349,995.0
07X369,Young Leaders Elementary School,468 EAST 140 STREET,40.80908,-73.919773,7,Elementary,"PK,0K,01,02,03,04,05",False,36.13445282,238.0
11X370,Leaders of Tomorrow,3710 BARNES AVENUE,40.880649,-73.860126,11,Other,"06,07,08",True,47.25274658,455.0
08X371,Urban Institute of Mathematics,650 HOLLYWOOD AVENUE,40.826794,-73.818083,8,Other,"06,07,08",False,31.59203911,402.0
10X374,Knowledge and Power Preparatory Academy Internatio,500 EAST FORDHAM ROAD,40.859466,-73.888625,10,High School,"09,10,11,12",True,50.94339752,477.0
08X375,The Bronx Mathematics Preparatory School,456 WHITE PLAINS ROAD,40.815043,-73.85607,8,High School,"06,07,08",True,47.68518448,216.0
08X376,Antonia Pantoja Preparatory Academy: A College Boa,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"06,07,08,09,10,11,12",True,56.87645721,429.0
08X377,Bronx Community High School,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"09,10,11,12",True,,
07X379,Jill Chaifetz Transfer High School,778 FOREST AVENUE,40.818703,-73.905389,7,High School,"09,10,11,12",False,,
07X381,Bronx Haven High School,333 EAST 151 STREET,40.818645,-73.919949,7,High School,"09,10,11,12",False,,
10X382,"Elementary School for Math, Science, and Technolog",125 EAST 181 STREET,40.855337,-73.903139,10,Elementary,"PK,0K,01,02,03,04,05",False,,
12X383,Emolior Academy,1970 WEST FARMS ROAD,40.839297,-73.879931,12,High School,"06,07,08",False,37.68473053,406.0
10X386,School for Environmental Citizenship,125 EAST 181 STREET,40.855337,-73.903139,10,Other,"PK,0K,01,02,03,04,05",False,26.13065338,597.0
12X388,Pan American International High School at Monroe,1300 BOYNTON AVENUE,40.832508,-73.878191,12,High School,"09,10,11,12",False,40.35989761,389.0
10X390,M.S. 390,1930 ANDREWS AVENUE,40.854335,-73.913016,10,Middle School,"05,06,07,08",False,26.12612534,333.0
10X391,The Angelo Patri Middle School,2225 WEBSTER AVENUE,40.854257,-73.897404,10,Middle School,"06,07,08",False,32.8083992,381.0
08X392,Bronx Delta School,650 HOLLYWOOD AVENUE,40.826794,-73.818083,8,Other,"0K,01,02,03,04,05",False,38.83720779,430.0
10X396,P.S. 396,1930 ANDREWS AVENUE,40.854335,-73.913016,10,Elementary,"PK,0K,01,02,03,04",False,22.4066391,241.0
10X397,English Language Learners and International Suppor,99 TERRACE VIEW AVENUE,40.877379,-73.912686,10,Other,"09,10,11,12",False,,
09X403,Bronx International High School,1110 BOSTON ROAD,40.827455,-73.90392,9,High School,"09,10,11,12",True,62.01716614,466.0
09X404,School for Excellence,1110 BOSTON ROAD,40.827455,-73.90392,9,Other,"09,10,11,12",False,,
08X405,Herbert H. Lehman High School,3000 EAST TREMONT AVENUE,40.839775,-73.839583,11,High School,"09,10,11,12",True,35.7269516,1128.0
09X412,Bronx High School of Business,240 EAST 172 STREET,40.839307,-73.911366,9,High School,"09,10,11,12",True,54.79876328,323.0
09X413,Bronx High School for Medical Science,240 EAST 172 STREET,40.839307,-73.911366,9,High School,"06,07,08,09,10,11,12",True,26.03406334,411.0
11X418,Bronx High School for the Visual Arts,2040 ANTIN PL,40.851577,-73.864438,11,High School,"09,10,11,12",False,37.6744194,430.0
08X424,The Hunts Point School,730 BRYANT AVENUE,40.815827,-73.885284,8,Other,"06,07,08",False,36.81318665,182.0
07X427,Community School for Social Justice,350 GERARD AVENUE,40.815712,-73.92996,7,Other,"09,10,11,12",False,59.80861282,209.0
08X432,Bronx Bridges High School,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"09,10,11,12",True,45.88528824,401.0
10X433,High School for Teaching and the Professions,2780 RESERVOIR AVENUE,40.869061,-73.897066,10,High School,"09,10,11,12",True,32.96703339,364.0
10X434,Belmont Preparatory High School,500 EAST FORDHAM ROAD,40.859466,-73.888625,10,High School,"09,10,11,12",True,48.36795425,337.0
10X437,Fordham High School for the Arts,500 EAST FORDHAM ROAD,40.859466,-73.888625,10,High School,"09,10,11,12",True,24.21652412,351.0
10X438,Fordham Leadership Academy,500 EAST FORDHAM ROAD,40.859466,-73.888625,10,High School,"09,10,11,12",True,35.38461685,390.0
10X439,Bronx High School for Law and Community Service,500 EAST FORDHAM ROAD,40.859466,-73.888625,10,High School,"09,10,11,12",True,34.90813828,381.0
10X440,DeWitt Clinton High School,100 WEST MOSHOLU PARKWAY SOUTH,40.879958,-73.889011,10,High School,"09,10,11,12",True,29.08522224,1279.0
10X442,"Celia Cruz Bronx High School of Music, The",2780 RESERVOIR AVENUE,40.869061,-73.897066,10,High School,"09,10,11,12",True,13.17073154,410.0
09X443,The Family School,1116 SHERIDAN AVENUE,40.831873,-73.917526,9,Other,"0K,01,02,03,04,05",False,41.55251312,438.0
10X445,The Bronx High School of Science,75 WEST 205 STREET,40.879958,-73.889011,10,High School,"09,10,11,12",True,10.27721405,2958.0
12X446,Arturo A. Schomburg Satellite Academy Bronx,1010 REV. J. A. POLITE AVENUE,40.823124,-73.898265,12,High School,"09,10,11,12",True,,
10X447,Creston Academy,125 EAST 181 STREET,40.855337,-73.903139,10,High School,"06,07,08",False,31.40877533,433.0
08X448,Soundview Academy for Culture and Scholarship,885 BOLTON AVENUE,40.822925,-73.859998,8,High School,"06,07,08",False,56.47058868,255.0
09X449,Grant Avenue Elementary School,250 EAST 164 STREET,40.828009,-73.917705,9,Elementary,"0K,01,02,03,04,05",False,40.36458206,384.0
08X452,Gotham Collaborative High School,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"09,10,11,12",True,40.47618866,336.0
09X454,Science and Technology Academy: A Mott Hall School,250 EAST 164 STREET,40.828009,-73.917705,9,High School,"06,07,08",False,36.29032135,372.0
11X455,Harry S Truman High School,750 BAYCHESTER AVENUE,40.874035,-73.831669,11,High School,"09,10,11,12",False,21.4285717,1806.0
09X457,Sheridan Academy for Young Leaders,1116 SHERIDAN AVENUE,40.831873,-73.917526,9,High School,"0K,01,02,03,04,05",False,40.49216843,447.0
12X458,Samara Community School,1550 VYSE AVENUE,40.834188,-73.886995,12,Other,"0K,01,02,03,04,05",False,25.14619827,342.0
11X462,Cornerstone Academy for Social Action Middle Schoo,3441 STEENWICK AVENUE,40.882778,-73.830616,11,Middle School,"06,07,08",False,43.57542038,179.0
12X463,Urban Scholars Community School,1180 TINTON AVENUE,40.828406,-73.900121,12,Other,"PK,0K,01,02,03,04,05",True,42.23602295,322.0
08X467,Mott Hall Community School,650 HOLLYWOOD AVENUE,40.826794,-73.818083,8,Other,"06,07,08",False,49.29577637,284.0
11X468,Pelham Academy of Academics and Community Engageme,2441 WALLACE AVENUE,40.862098,-73.865028,11,High School,"06,07,08",False,29.19463158,298.0
75X469,P469X - The Bronx School for Continuous Learners,3177 WEBSTER AVENUE,40.872559,-73.875375,10,Other,"0K,01,02,03,04,05,06,07,08",False,,
07X473,Mott Haven Village Preparatory High School,701 ST. ANNS AVENUE,40.818041,-73.911633,7,High School,"09,10,11,12",True,47.22222137,216.0
10X477,Marble Hill High School for International Studies,99 TERRACE VIEW AVENUE,40.877379,-73.912686,10,High School,"09,10,11,12",False,29.03225899,403.0
12X478,The Cinema School,1551 EAST 172ND STREET,40.832508,-73.878191,12,Other,"09,10,11,12",False,51.09717941,319.0
12X479,Bronx Career and College Preparatory High School,800 HOME STREET,40.826933,-73.900593,12,High School,"09,10,11,12",False,69.7530899,162.0
12X480,Bronx Regional High School,1010 REV. J. A. POLITE AVENUE,40.823124,-73.898265,12,High School,"09,10,11,12",True,,
11X481,The STEAM Bridge School,1684 WHITE PLAINS ROAD,40.843531,-73.865498,11,Other,"0K,01,02,03,04,05",False,28.22299576,287.0
11X483,The Matilda Avenue School,4520 MATILDA AVENUE,40.901436,-73.854402,11,Other,"0K,01,02,03,04,05",False,36.328125,256.0
07X495,University Heights Secondary School,701 ST. ANNS AVENUE,40.818041,-73.911633,7,Other,"09,10,11,12",True,26.97368431,608.0
11X498,P.S./M.S. 11X498 - Van Nest Academy,1640 BRONXDALE AVE,40.845023,-73.857989,11,Middle School,"0K,01,02,03,04,05,06,07,08",False,23.57723618,615.0
07X500,Hostos-Lincoln Academy of Science,600 SAINT ANN'S AVENUE,40.814857,-73.912038,7,High School,"06,07,08,09,10,11,12",False,52.56410217,468.0
09X505,"Bronx School for Law, Government and Justice",244 EAST 163 STREET,40.827461,-73.919024,9,Other,"07,08,09,10,11,12",False,32.35293961,714.0
11X508,Bronxdale High School,925 ASTOR AVENUE,40.860443,-73.860729,11,High School,"09,10,11,12",True,25.42787361,409.0
11X509,High School of Language and Innovation,925 ASTOR AVENUE,40.860443,-73.860729,11,High School,"09,10,11,12",True,28.11059952,434.0
12X511,Bronx Envision Academy,1619 BOSTON ROAD,40.836245,-73.890591,12,High School,"09,10,11,12",True,53.08219147,292.0
11X513,New World High School,921 EAST 228TH STREET,40.888242,-73.852714,11,High School,"09,10,11,12",False,25.92592621,324.0
11X514,The Bronxwood Preparatory Academy,921 EAST 228TH STREET,40.888242,-73.852714,11,High School,"09,10,11,12",False,20.74592018,429.0
09X517,Frederick Douglass Academy III Secondary School,3630 THIRD AVENUE,40.833493,-73.903951,9,High School,"09,10,11,12",False,30.53435135,262.0
12X521,The Metropolitan Soundview High School,1300 BOYNTON AVENUE,40.832508,-73.878191,12,High School,"09,10,11,12",False,38.70967865,403.0
07X522,Bronx Design and Construction Academy,333 EAST 151 STREET,40.818645,-73.919949,7,High School,"09,10,11,12",False,39.16666794,240.0
10X524,Crotona International High School,2474 CROTONA AVENUE,40.855392,-73.882487,10,High School,"09,10,11,12",False,42.27848053,395.0
09X525,Bronx Leadership Academy High School,1710 WEBSTER AVENUE,40.84325,-73.902969,9,High School,"09,10,11,12",False,39.44020462,393.0
07X527,Bronx Leadership Academy II High School,730 CONCOURSE VILLAGE WEST,40.821828,-73.922366,7,High School,"09,10,11,12",True,51.90839767,393.0
11X529,One World Middle School at Edenwald,3750 BAYCHESTER AVENUE,40.886002,-73.839682,11,Middle School,"06,07,08",True,30.83832359,334.0
08X530,Longwood Preparatory Academy,965 LONGWOOD AVENUE,40.817741,-73.897876,8,High School,"09,10,11,12",False,52.49343872,381.0
12X531,Archer Elementary School,1827 ARCHER STREET,40.838151,-73.866038,12,Elementary,"PK,0K,01,02,03,04,05",False,27.27272797,341.0
11X532,Baychester Middle School,3750 BAYCHESTER AVENUE,40.886002,-73.839682,11,Middle School,"06,07,08",True,44.72843552,313.0
12X536,P.S. 536,1827 ARCHER STREET,40.838151,-73.866038,12,Elementary,"PK,0K,01,02,03,04,05",False,21.54340744,311.0
08X537,Bronx Arena High School,1440 STORY AVENUE,40.820486,-73.881187,8,High School,"09,10,11,12",False,,
11X542,Pelham Preparatory Academy,925 ASTOR AVENUE,40.860443,-73.860729,11,High School,"09,10,11,12",True,28.69198227,474.0
09X543,High School for Violin and Dance,1110 BOSTON ROAD,40.827455,-73.90392,9,High School,"09,10,11,12",True,37.67123413,146.0
11X544,High School for Contemporary Arts,800 EAST GUN HILL ROAD,40.875172,-73.861649,11,High School,"09,10,11,12",True,53.01587296,315.0
11X545,Bronx Aerospace High School,800 EAST GUN HILL ROAD,40.875172,-73.861649,11,High School,"09,10,11,12",True,32.66832733,401.0
10X546,Bronx Theatre High School,99 TERRACE VIEW AVENUE,40.877379,-73.912686,10,High School,"09,10,11,12",False,68.67469788,249.0
07X548,Careers in Sports High School,730 CONCOURSE VILLAGE WEST,40.821828,-73.922366,7,High School,"09,10,11,12",True,47.6595726,470.0
10X549,Discovery High School,2780 RESERVOIR AVENUE,40.869061,-73.897066,10,High School,"09,10,11,12",True,24.57420921,411.0
12X550,High School of World Cultures,1300 BOYNTON AVENUE,40.832508,-73.878191,12,High School,"09,10,11,12",False,32.77511978,418.0
07X551,The Urban Assembly Bronx Academy of Letters,339 MORRIS AVENUE,40.813681,-73.925995,7,High School,"06,07,08,09,10,11,12,SE",False,63.76146698,436.0
09X555,Mount Eden Children's Academy,1501 JEROME AVENUE,40.842503,-73.916084,9,High School,"0K,01,02,03,04,05",True,26.27737236,411.0
11X556,Bronx Park Middle School,2441 WALLACE AVENUE,40.862098,-73.865028,11,Middle School,"06,07,08",False,46.22356415,331.0
07X557,Mott Haven Community High School,455 SOUTHERN BLVD,40.810671,-73.907528,7,High School,"09,10,11,12",False,,
08X558,Westchester Square Academy,3000 EAST TREMONT AVENUE,40.839775,-73.839583,11,High School,"09,10,11,12",True,55.26932144,427.0
08X559,School for Tourism and Hospitality,900 TINTON AVENUE,40.821723,-73.902892,8,Other,"09,10,11,12",False,,
08X561,Bronx Compass High School,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"09,10,11,12",True,42.29885101,435.0
08X562,Blueprint Middle School,1111 PUGSLEY AVENUE,40.829153,-73.857882,8,Middle School,"06,07,08",False,41.70854187,597.0
09X564,Claremont International HS,240 EAST 172 STREET,40.839307,-73.911366,9,Other,"09,10,11,12",True,35.87174225,499.0
10X565,High School for Energy and Technology,2474 CROTONA AVENUE,40.855392,-73.882487,10,High School,"09,10,11,12",False,43.39080429,348.0
11X566,Pelham Gardens Middle School,2545 GUNTHER AVENUE,40.863842,-73.836525,11,Middle School,"06,07,08",False,46.13003159,323.0
11X567,Linden Tree Elementary School,1560 PURDY STREET,40.838759,-73.853203,11,Elementary,"0K,01,02,03,04,05",False,34.95701981,349.0
09X568,Young Women's Leadership School of the Bronx,1865 MORRIS AVENUE,40.848552,-73.909022,9,Other,"06,07,08,09,10,11,12",False,33.13492203,504.0
08X583,P.S. 583,1028 WHITE PLAINS ROAD,40.826949,-73.859622,8,Elementary,"0K,01,02,03,04,05",False,33.47826004,460.0
07X584,I.S. 584,600 SAINT ANN'S AVENUE,40.814857,-73.912038,7,Middle School,"06,07,08",False,36.71497726,207.0
09X593,South Bronx International Middle School,1000 TELLER AVENUE,40.827438,-73.914067,9,Middle School,,True,12.5,152.0
09X594,M.S. 594,1000 TELLER AVENUE,40.827438,-73.914067,9,Middle School,,True,27.21518898,158.0
12X595,P.S. 595,700 EAST 179 STREET,40.846205,-73.889602,12,Elementary,"PK,0K,01,02,03,04,05",False,45.72490692,269.0
75X596,P.S. X596,850 BAYCHESTER AVENUE,40.874035,-73.831669,11,Elementary,,False,,
07X600,Alfred E. Smith Career and Technical Education Hig,333 EAST 151 STREET,40.818645,-73.919949,7,Other,"09,10,11,12",False,56.45933151,418.0
07X670,Health Opportunities High School,350 GERARD AVENUE,40.815712,-73.92996,7,High School,"09,10,11,12",False,45.45454407,253.0
12X682,Fannie Lou Hamer Freedom High School,1021 JENNINGS STREET,40.831212,-73.885804,12,High School,"09,10,11,12",False,65.07936859,441.0
12X684,Wings Academy,1122 EAST 180 STREET,40.841376,-73.875262,12,High School,"09,10,11,12",False,58.62068939,261.0
12X691,Bronx Little School,1827 ARCHER STREET,40.838151,-73.866038,12,Other,"PK,0K,01,02,03,04,05",False,21.5339241,339.0
10X696,High School of American Studies at Lehman College,2925 GOULDEN AVENUE,40.874725,-73.895543,10,High School,"09,10,11,12",False,7.848101139,395.0
75X721,P.S. X721 - Stephen McSweeney School,2697 WESTCHESTER AVENUE,40.842725,-73.839114,11,Elementary,"07,08,09,10,11,12,SE",False,,
75X723,P.S. 723,3540 BIVONA STREET,40.88298,-73.831856,11,Elementary,"01,02,03,04,05,06,07,08,09,10,11,12,SE",False,,
75X754,J. M. Rapport School Career Development,470 JACKSON AVENUE,40.811051,-73.909363,7,Other,"09,10,11,12,SE",False,,
75X811,P.S. X811,1434 LONGFELLOW AVENUE,40.830552,-73.886798,12,Elementary,"07,08,09,10,11,12,SE",False,,
