dbn,school_name,school_type,enrollment,uhf_name,lat,lon,chronic_absenteeism_rate,asthma_ed_rate,svi_overall,svi_socioeconomic,distance_to_nearest_mshp_miles,accessibility_tier,asthma_score,absenteeism_score,enrollment_score,svi_score,isolation_score,enhanced_priority_score,enhanced_priority_rank,enhanced_priority_tier
09X324,Bronx Early College Academy for Teaching & Learnin,High School,376.0,High Bridge - Morrisania,40.828009,-73.917705,39.36170197,178.0,0.8775,0.92,0.1942605199853488,Very Close (<0.25 mi),78.84615384615384,58.04195804195804,44.75524475524475,78.84615384615384,14.51048951048951,59.921328671328666,72,Tier 3 - Moderate (25-50%)
09X070,P.S. 070 Max Schoenfeld,Elementary,822.0,Crotona - Tremont,40.844236,-73.90807,40.14598465,171.9,0.8524999999999999,0.88,0.32111485057521444,Close (0.25-0.5 mi),57.692307692307686,61.18881118881119,93.7062937062937,57.692307692307686,31.46853146853147,59.86013986013985,73,Tier 3 - Moderate (25-50%)
07X296,South Bronx Academy for Applied Media,High School,183.0,High Bridge - Morrisania,40.818703,-73.905389,41.530056,178.0,0.8775,0.92,0.3297001445980488,Close (0.25-0.5 mi),78.84615384615384,65.73426573426573,15.034965034965033,78.84615384615384,33.39160839160839,59.83391608391608,74,Tier 3 - Moderate (25-50%)
12X595,P.S. 595,Elementary,269.0,Crotona - Tremont,40.846205,-73.889602,45.72490692,171.9,0.8524999999999999,0.88,0.6901510508009476,Moderate (0.5-1 mi),57.692307692307686,79.72027972027972,24.475524475524477,57.692307692307686,75.17482517482517,59.73776223776223,75,Tier 3 - Moderate (25-50%)
08X146,P.S. 146 Edward Collins,Elementary,321.0,High Bridge - Morrisania,40.824717,-73.905734,40.80996704,178.0,0.8775,0.92,0.2116328290111075,Very Close (<0.25 mi),78.84615384615384,62.93706293706294,33.39160839160839,78.84615384615384,17.482517482517483,59.641608391608386,76,Tier 3 - Moderate (25-50%)
12X273,Frederick Douglass Academy V. Middle School,Middle School,174.0,Crotona - Tremont,40.848748,-73.888987,46.55172348,171.9,0.8524999999999999,0.88,0.7408295424794681,Moderate (0.5-1 mi),57.692307692307686,81.81818181818183,13.986013986013987,57.692307692307686,81.64335664335664,59.5541958041958,77,Tier 3 - Moderate (25-50%)
10X059,P.S. 059 The Community School of Technology,Elementary,417.0,Crotona - Tremont,40.853141,-73.893639,43.88489151,171.9,0.8524999999999999,0.88,0.3872094283320081,Close (0.25-0.5 mi),57.692307692307686,76.92307692307693,59.44055944055944,57.692307692307686,42.65734265734265,59.54545454545454,78,Tier 3 - Moderate (25-50%)
10X033,P.S. 033 Timothy Dwight,Elementary,849.0,Fordham - Bronx Park,40.861698,-73.901268,49.70553589,132.4,0.7549999999999999,0.78,0.4021033995449148,Close (0.25-0.5 mi),39.68531468531469,89.16083916083916,94.75524475524476,39.68531468531469,46.85314685314685,58.91608391608392,79,Tier 3 - Moderate (25-50%)
07X557,Mott Haven Community High School,High School,,Hunts Point - Mott Haven,40.810671,-73.907528,,192.3,0.9125,0.95,0.5526470461951304,Moderate (0.5-1 mi),94.05594405594405,5.419580419580419,5.419580419580419,94.05594405594405,64.86013986013987,58.65384615384615,80,Tier 3 - Moderate (25-50%)
10X094,P.S. 094 Kings College School,Elementary,813.0,Fordham - Bronx Park,40.880661,-73.875268,40.95940781,132.4,0.7549999999999999,0.78,0.7175381188443699,Moderate (0.5-1 mi),39.68531468531469,63.63636363636363,93.35664335664336,39.68531468531469,80.06993006993007,58.583916083916094,81,Tier 3 - Moderate (25-50%)
12X271,East Bronx Academy for the Future,High School,688.0,Crotona - Tremont,40.836821,-73.887688,43.6046524,171.9,0.8524999999999999,0.88,0.15689435380670635,Very Close (<0.25 mi),57.692307692307686,75.87412587412588,87.06293706293707,57.692307692307686,8.741258741258742,58.39160839160839,82,Tier 3 - Moderate (25-50%)
12X318,"I.S. X318 Math, Science & Technology Through Arts",Middle School,301.0,Crotona - Tremont,40.843705,-73.890145,45.5149498,171.9,0.8524999999999999,0.88,0.5159949772501471,Moderate (0.5-1 mi),57.692307692307686,79.37062937062937,29.72027972027972,57.692307692307686,61.01398601398601,58.33041958041957,83,Tier 3 - Moderate (25-50%)
09X260,Bronx Center for Science and Mathematics,Other,397.0,High Bridge - Morrisania,40.833884,-73.902794,36.27204132,178.0,0.8775,0.92,0.1816751939591389,Very Close (<0.25 mi),78.84615384615384,45.10489510489511,52.62237762237763,78.84615384615384,12.412587412587413,58.19930069930069,84,Tier 3 - Moderate (25-50%)
07X157,P.S. 157 Grove Hill,Elementary,414.0,High Bridge - Morrisania,40.819419,-73.908965,35.26570129,178.0,0.8775,0.92,0.16890960517921264,Very Close (<0.25 mi),78.84615384615384,42.30769230769231,58.21678321678322,78.84615384615384,10.48951048951049,58.19055944055943,85,Tier 3 - Moderate (25-50%)
10X291,P.S. 291,Elementary,335.0,Crotona - Tremont,40.859243,-73.909763,38.80596924,171.9,0.8524999999999999,0.88,0.7786382692118179,Moderate (0.5-1 mi),57.692307692307686,55.94405594405595,37.23776223776224,57.692307692307686,83.3916083916084,58.129370629370634,86,Tier 3 - Moderate (25-50%)
10X118,J.H.S. 118 William W. Niles,Middle School,520.0,Crotona - Tremont,40.848702,-73.892482,34.23077011,171.9,0.8524999999999999,0.88,0.5931859794729487,Moderate (0.5-1 mi),57.692307692307686,39.86013986013986,74.82517482517483,57.692307692307686,66.78321678321679,58.05944055944056,87,Tier 3 - Moderate (25-50%)
09X109,P.S. 109 Sedgwick,Elementary,455.0,Crotona - Tremont,40.851661,-73.918991,50.32966995,171.9,0.8524999999999999,0.88,0.14560798433296554,Very Close (<0.25 mi),57.692307692307686,89.5104895104895,66.78321678321679,57.692307692307686,6.643356643356643,57.76223776223776,88,Tier 3 - Moderate (25-50%)
12X383,Emolior Academy,High School,406.0,Crotona - Tremont,40.839297,-73.879931,37.68473053,171.9,0.8524999999999999,0.88,0.5958379949786706,Moderate (0.5-1 mi),57.692307692307686,51.39860139860139,56.81818181818182,57.692307692307686,67.3076923076923,57.74475524475524,89,Tier 3 - Moderate (25-50%)
75X754,J. M. Rapport School Career Development,Other,,Hunts Point - Mott Haven,40.811051,-73.909363,,192.3,0.9125,0.95,0.4973664688573359,Close (0.25-0.5 mi),94.05594405594405,5.419580419580419,5.419580419580419,94.05594405594405,58.04195804195804,57.63111888111888,90,Tier 3 - Moderate (25-50%)
09X454,Science and Technology Academy: A Mott Hall School,High School,372.0,High Bridge - Morrisania,40.828009,-73.917705,36.29032135,178.0,0.8775,0.92,0.1942605199853488,Very Close (<0.25 mi),78.84615384615384,45.45454545454545,43.88111888111888,78.84615384615384,14.51048951048951,57.27272727272727,91,Tier 3 - Moderate (25-50%)
12X044,P.S. 044 David C. Farragut,Elementary,216.0,Crotona - Tremont,40.842564,-73.891086,50.92592621,171.9,0.8524999999999999,0.88,0.4373937378961229,Close (0.25-0.5 mi),57.692307692307686,90.20979020979021,17.832167832167833,57.692307692307686,51.048951048951054,57.22027972027972,92,Tier 3 - Moderate (25-50%)
07X522,Bronx Design and Construction Academy,High School,240.0,High Bridge - Morrisania,40.818645,-73.919949,39.16666794,178.0,0.8775,0.92,0.21303154765431873,Very Close (<0.25 mi),78.84615384615384,57.692307692307686,19.755244755244757,78.84615384615384,18.181818181818183,56.6520979020979,93,Tier 3 - Moderate (25-50%)
75X811,P.S. X811,Elementary,,Hunts Point - Mott Haven,40.830552,-73.886798,,192.3,0.9125,0.95,0.4405273912474083,Close (0.25-0.5 mi),94.05594405594405,5.419580419580419,5.419580419580419,94.05594405594405,51.39860139860139,56.63461538461538,94,Tier 3 - Moderate (25-50%)
09X294,The Walton Avenue School,Other,324.0,High Bridge - Morrisania,40.8404,-73.915879,38.27160645,178.0,0.8775,0.92,0.14570681984496964,Very Close (<0.25 mi),78.84615384615384,54.1958041958042,34.44055944055944,78.84615384615384,7.167832167832168,56.5034965034965,95,Tier 3 - Moderate (25-50%)
11X103,P.S. 103 Hector Fontanez,Elementary,881.0,Northeast Bronx,40.892198,-73.86194,43.70034027,104.6,0.6325000000000001,0.65,0.8036145329132748,Moderate (0.5-1 mi),28.146853146853147,76.22377622377621,96.15384615384616,28.146853146853147,84.96503496503497,56.48601398601399,96,Tier 3 - Moderate (25-50%)
09X311,Lucero Elementary School,Elementary,321.0,High Bridge - Morrisania,40.8404,-73.915879,38.0062294,178.0,0.8775,0.92,0.14570681984496964,Very Close (<0.25 mi),78.84615384615384,53.14685314685315,33.39160839160839,78.84615384615384,7.167832167832168,56.13636363636363,97,Tier 3 - Moderate (25-50%)
10X015,P.S. X015 Institute for Environmental Learning,Elementary,396.0,Crotona - Tremont,40.859243,-73.909763,32.32323074,171.9,0.8524999999999999,0.88,0.7786382692118179,Moderate (0.5-1 mi),57.692307692307686,33.91608391608392,51.92307692307693,57.692307692307686,83.3916083916084,55.92657342657343,98,Tier 3 - Moderate (25-50%)
09X042,P.S. 042 Claremont,Elementary,397.0,Crotona - Tremont,40.838636,-73.903243,51.38539124,171.9,0.8524999999999999,0.88,0.1435368615649399,Very Close (<0.25 mi),57.692307692307686,90.9090909090909,52.62237762237763,57.692307692307686,6.293706293706294,55.86538461538461,99,Tier 3 - Moderate (25-50%)
11X041,P.S. 041 Gun Hill Road,Elementary,693.0,Fordham - Bronx Park,40.874754,-73.867834,49.06204987,132.4,0.7549999999999999,0.78,0.3244384413093293,Close (0.25-0.5 mi),39.68531468531469,88.11188811188812,87.76223776223776,39.68531468531469,32.51748251748251,55.506993006993014,100,Tier 3 - Moderate (25-50%)
10X023,P.S. 023 The New Children's School,Elementary,387.0,Crotona - Tremont,40.853294,-73.894951,41.860466,171.9,0.8524999999999999,0.88,0.3730464705994844,Close (0.25-0.5 mi),57.692307692307686,67.48251748251748,47.55244755244755,57.692307692307686,40.20979020979021,55.50699300699301,101,Tier 3 - Moderate (25-50%)
09X204,P.S. 204 Morris Heights,Elementary,610.0,Crotona - Tremont,40.849416,-73.915217,33.11475372,171.9,0.8524999999999999,0.88,0.39219007412031853,Close (0.25-0.5 mi),57.692307692307686,37.76223776223776,81.46853146853147,57.692307692307686,44.93006993006993,55.3583916083916,102,Tier 3 - Moderate (25-50%)
09X323,Bronx Writing Academy,High School,212.0,High Bridge - Morrisania,40.832022,-73.91435,35.37735748,178.0,0.8775,0.92,0.3170887291794764,Close (0.25-0.5 mi),78.84615384615384,42.65734265734265,17.482517482517483,78.84615384615384,30.944055944055943,55.218531468531474,103,Tier 3 - Moderate (25-50%)
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,523.0,Crotona - Tremont,40.85644,-73.898821,38.24091721,171.9,0.8524999999999999,0.88,0.26634344768348356,Close (0.25-0.5 mi),57.692307692307686,53.84615384615385,75.52447552447552,57.692307692307686,27.27272727272727,55.034965034965026,104,Tier 3 - Moderate (25-50%)
09X219,I.S. 219 New Venture School,Middle School,274.0,High Bridge - Morrisania,40.833493,-73.903951,37.2262764,178.0,0.8775,0.92,0.17688013507342176,Very Close (<0.25 mi),78.84615384615384,48.6013986013986,25.524475524475527,78.84615384615384,11.188811188811188,54.650349650349646,105,Tier 3 - Moderate (25-50%)
12X066,P.S. 066 School of Higher Expectations,Elementary,521.0,Crotona - Tremont,40.831493,-73.88654,33.39731216,171.9,0.8524999999999999,0.88,0.39072751989119636,Close (0.25-0.5 mi),57.692307692307686,38.46153846153847,75.17482517482517,57.692307692307686,43.88111888111888,54.39685314685314,106,Tier 3 - Moderate (25-50%)
11X078,P.S. 078 Anne Hutchinson,Elementary,718.0,Northeast Bronx,40.878474,-73.850563,49.02507019,104.6,0.6325000000000001,0.65,0.5217218808298535,Moderate (0.5-1 mi),28.146853146853147,87.76223776223776,89.5104895104895,28.146853146853147,62.23776223776224,54.38811188811189,107,Tier 3 - Moderate (25-50%)
09X263,Validus Preparatory Academy,High School,308.0,Crotona - Tremont,40.839508,-73.901774,56.49350739,171.9,0.8524999999999999,0.88,0.15238523598517564,Very Close (<0.25 mi),57.692307692307686,96.85314685314685,31.46853146853147,57.692307692307686,8.041958041958042,54.14335664335664,108,Tier 3 - Moderate (25-50%)
10X051,The Bronx STEM and Arts Academy,High School,155.0,Crotona - Tremont,40.850674,-73.886997,41.29032135,171.9,0.8524999999999999,0.88,0.6134352832360829,Moderate (0.5-1 mi),57.692307692307686,65.03496503496503,12.237762237762238,57.692307692307686,68.88111888111888,54.02097902097902,109,Tier 3 - Moderate (25-50%)
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",Elementary,679.0,Crotona - Tremont,40.854666,-73.904958,26.36229706,171.9,0.8524999999999999,0.88,0.44085853757040067,Close (0.25-0.5 mi),57.692307692307686,22.02797202797203,86.36363636363636,57.692307692307686,52.09790209790209,54.02097902097901,110,Tier 3 - Moderate (25-50%)
10X020,"PS/MS 20 P.O.George J. Werdann, III",Other,863.0,Fordham - Bronx Park,40.869482,-73.878731,43.80069351,132.4,0.7549999999999999,0.78,0.30788004901447114,Close (0.25-0.5 mi),39.68531468531469,76.57342657342657,95.45454545454545,39.68531468531469,29.895104895104897,53.959790209790214,111,Tier 3 - Moderate (25-50%)
12X316,Kappa III,Other,272.0,Crotona - Tremont,40.846128,-73.886721,36.76470566,171.9,0.8524999999999999,0.88,0.7122262626400467,Moderate (0.5-1 mi),57.692307692307686,47.2027972027972,25.174825174825177,57.692307692307686,78.67132867132867,53.86363636363636,112,Tier 3 - Moderate (25-50%)
09X004,P.S./M.S. 004 Crotona Park West,Middle School,251.0,Crotona - Tremont,40.841758,-73.897943,45.81673431,171.9,0.8524999999999999,0.88,0.34555202162902016,Close (0.25-0.5 mi),57.692307692307686,80.41958041958041,21.678321678321677,57.692307692307686,37.06293706293706,53.74125874125874,113,Tier 3 - Moderate (25-50%)
10X386,School for Environmental Citizenship,Other,597.0,Crotona - Tremont,40.855337,-73.903139,26.13065338,171.9,0.8524999999999999,0.88,0.4845123847836342,Close (0.25-0.5 mi),57.692307692307686,21.678321678321677,80.24475524475524,57.692307692307686,56.64335664335665,53.71503496503496,114,Tier 3 - Moderate (25-50%)
10X363,Academy For Personal Leadership And Excellence,High School,857.0,Fordham - Bronx Park,40.859496,-73.90049,43.40723419,132.4,0.7549999999999999,0.78,0.3086053003170146,Close (0.25-0.5 mi),39.68531468531469,74.12587412587412,95.1048951048951,39.68531468531469,30.419580419580424,53.49650349650349,115,Tier 3 - Moderate (25-50%)
12X531,Archer Elementary School,Elementary,341.0,Crotona - Tremont,40.838151,-73.866038,27.27272797,171.9,0.8524999999999999,0.88,1.031280020920254,Far (>1 mi),57.692307692307686,23.426573426573427,38.111888111888106,57.692307692307686,94.05594405594405,53.35664335664335,116,Tier 3 - Moderate (25-50%)
10X264,Bronx Academy for Software Engineering (BASE),High School,390.0,Fordham - Bronx Park,40.855392,-73.882487,52.56410217,132.4,0.7549999999999999,0.78,0.426783051825392,Close (0.25-0.5 mi),39.68531468531469,92.83216783216784,49.3006993006993,39.68531468531469,49.3006993006993,53.1993006993007,117,Tier 3 - Moderate (25-50%)
09X058,P.S. 058,Elementary,319.0,Crotona - Tremont,40.846383,-73.898826,43.57366943,171.9,0.8524999999999999,0.88,0.2941522013168393,Close (0.25-0.5 mi),57.692307692307686,75.17482517482517,32.69230769230769,57.692307692307686,29.37062937062937,53.19055944055944,118,Tier 3 - Moderate (25-50%)
09X252,Mott Hall Bronx High School,High School,335.0,Crotona - Tremont,40.839508,-73.901774,48.95522308,171.9,0.8524999999999999,0.88,0.15238523598517564,Very Close (<0.25 mi),57.692307692307686,87.41258741258741,37.23776223776224,57.692307692307686,8.041958041958042,53.120629370629366,119,Tier 3 - Moderate (25-50%)
10X447,Creston Academy,High School,433.0,Crotona - Tremont,40.855337,-73.903139,31.40877533,171.9,0.8524999999999999,0.88,0.4845123847836342,Close (0.25-0.5 mi),57.692307692307686,31.818181818181817,62.41258741258741,57.692307692307686,56.64335664335665,53.06818181818181,120,Tier 3 - Moderate (25-50%)
10X056,P.S. 056 Norwood Heights,Elementary,662.0,Fordham - Bronx Park,40.875481,-73.874912,39.42598343,132.4,0.7549999999999999,0.78,0.4933821634357334,Close (0.25-0.5 mi),39.68531468531469,58.74125874125874,85.4895104895105,39.68531468531469,57.34265734265735,53.01573426573427,121,Tier 3 - Moderate (25-50%)
10X280,P.S./M.S. 280 Mosholu Parkway,Middle School,727.0,Fordham - Bronx Park,40.876819,-73.881245,42.91609192,132.4,0.7549999999999999,0.78,0.3335391944853569,Close (0.25-0.5 mi),39.68531468531469,72.02797202797203,90.03496503496503,39.68531468531469,34.44055944055944,52.91958041958042,122,Tier 3 - Moderate (25-50%)
10X205,P.S. 205 Fiorello LaGuardia,Elementary,594.0,Fordham - Bronx Park,40.855759,-73.881753,41.41414261,132.4,0.7549999999999999,0.78,0.44112408379919243,Close (0.25-0.5 mi),39.68531468531469,65.38461538461539,79.72027972027972,39.68531468531469,52.44755244755245,52.74475524475525,123,Tier 3 - Moderate (25-50%)
07X298,Academy of Public Relations,High School,147.0,High Bridge - Morrisania,40.818703,-73.905389,31.29251671,178.0,0.8775,0.92,0.3297001445980488,Close (0.25-0.5 mi),78.84615384615384,31.46853146853147,11.538461538461538,78.84615384615384,33.39160839160839,52.4562937062937,124,Tier 3 - Moderate (25-50%)
12X286,Fannie Lou Hamer Middle School,Middle School,271.0,Crotona - Tremont,40.831493,-73.88654,41.69741821,171.9,0.8524999999999999,0.88,0.39072751989119636,Close (0.25-0.5 mi),57.692307692307686,66.43356643356644,24.825174825174827,57.692307692307686,43.88111888111888,52.43881118881119,125,Tier 3 - Moderate (25-50%)
75X186,P186X Walter J. Damrosch School,Other,,Hunts Point - Mott Haven,40.831388,-73.897797,,192.3,0.9125,0.95,0.23920661088003012,Very Close (<0.25 mi),94.05594405594405,5.419580419580419,5.419580419580419,94.05594405594405,22.377622377622377,52.281468531468526,126,Tier 3 - Moderate (25-50%)
09X568,Young Women's Leadership School of the Bronx,Other,504.0,Crotona - Tremont,40.848552,-73.909022,33.13492203,171.9,0.8524999999999999,0.88,0.2722272638571717,Close (0.25-0.5 mi),57.692307692307686,38.111888111888106,72.72727272727273,57.692307692307686,27.797202797202797,51.54720279720279,127,Tier 3 - Moderate (25-50%)
12X691,Bronx Little School,Other,339.0,Crotona - Tremont,40.838151,-73.866038,21.5339241,171.9,0.8524999999999999,0.88,1.031280020920254,Far (>1 mi),57.692307692307686,14.335664335664337,37.76223776223776,57.692307692307686,94.05594405594405,51.48601398601398,128,Tier 3 - Moderate (25-50%)
10X077,Bedford Park Elementary School,Elementary,468.0,Fordham - Bronx Park,40.872559,-73.875375,42.30769348,132.4,0.7549999999999999,0.78,0.4166304627628828,Close (0.25-0.5 mi),39.68531468531469,70.1048951048951,69.05594405594405,39.68531468531469,48.07692307692308,51.43356643356643,129,Tier 3 - Moderate (25-50%)
08X072,P.S. 072 Dr. William Dorney,Elementary,647.0,Pelham - Throgs Neck,40.823237,-73.818172,47.14064789,98.3,0.5874999999999999,0.62,1.5996590687676424,Far (>1 mi),14.160839160839162,84.26573426573427,83.91608391608392,14.160839160839162,99.3006993006993,51.41608391608392,130,Tier 3 - Moderate (25-50%)
12X129,M.S. 129 Academy for Independent Learning and Lead,Middle School,253.0,Crotona - Tremont,40.846128,-73.886721,32.80632401,171.9,0.8524999999999999,0.88,0.7122262626400467,Moderate (0.5-1 mi),57.692307692307686,36.36363636363637,22.202797202797203,57.692307692307686,78.67132867132867,51.24999999999999,131,Tier 3 - Moderate (25-50%)
09X517,Frederick Douglass Academy III Secondary School,High School,262.0,High Bridge - Morrisania,40.833493,-73.903951,30.53435135,178.0,0.8775,0.92,0.17688013507342176,Very Close (<0.25 mi),78.84615384615384,30.419580419580424,24.125874125874127,78.84615384615384,11.188811188811188,50.80419580419581,132,Tier 3 - Moderate (25-50%)
11X076,P.S. 076 The Bennington School,Elementary,648.0,Northeast Bronx,40.869059,-73.860928,47.06790161,104.6,0.6325000000000001,0.65,0.42407013645314484,Close (0.25-0.5 mi),28.146853146853147,83.91608391608392,84.26573426573427,28.146853146853147,48.6013986013986,50.786713286713294,133,Tier 3 - Moderate (25-50%)
10X246,P.S. 246 Poe Center,Elementary,497.0,Fordham - Bronx Park,40.865972,-73.8953,47.48490906,132.4,0.7549999999999999,0.78,0.23253633360870907,Very Close (<0.25 mi),39.68531468531469,84.61538461538461,72.37762237762237,39.68531468531469,20.97902097902098,50.76923076923077,134,Tier 3 - Moderate (25-50%)
09X525,Bronx Leadership Academy High School,High School,393.0,Crotona - Tremont,40.84325,-73.902969,39.44020462,171.9,0.8524999999999999,0.88,0.20100208586685891,Very Close (<0.25 mi),57.692307692307686,59.09090909090909,50.349650349650354,57.692307692307686,16.433566433566433,50.68181818181818,135,Tier 3 - Moderate (25-50%)
12X536,P.S. 536,Elementary,311.0,Crotona - Tremont,40.838151,-73.866038,21.54340744,171.9,0.8524999999999999,0.88,1.031280020920254,Far (>1 mi),57.692307692307686,14.685314685314685,31.818181818181817,57.692307692307686,94.05594405594405,50.66433566433566,136,Tier 3 - Moderate (25-50%)
10X306,P.S. 306,Elementary,416.0,Crotona - Tremont,40.850722,-73.910827,30.52884674,171.9,0.8524999999999999,0.88,0.40136175760423015,Close (0.25-0.5 mi),57.692307692307686,30.069930069930066,58.91608391608392,57.692307692307686,46.32867132867133,50.64685314685314,137,Tier 3 - Moderate (25-50%)
10X331,The Bronx School of Young Leaders,Other,372.0,Crotona - Tremont,40.850722,-73.910827,34.94623566,171.9,0.8524999999999999,0.88,0.40136175760423015,Close (0.25-0.5 mi),57.692307692307686,41.25874125874126,43.88111888111888,57.692307692307686,46.32867132867133,50.62937062937063,138,Tier 3 - Moderate (25-50%)
11X097,P.S. 097 Bronx,Elementary,627.0,Northeast Bronx,40.863524,-73.846768,39.39393997,104.6,0.6325000000000001,0.65,0.7599954782737446,Moderate (0.5-1 mi),28.146853146853147,58.39160839160839,83.21678321678321,28.146853146853147,82.51748251748252,50.61188811188811,139,Tier 3 - Moderate (25-50%)
09X117,I.S. 117 Joseph H. Wade,Middle School,365.0,Crotona - Tremont,40.848552,-73.909022,38.08219147,171.9,0.8524999999999999,0.88,0.2722272638571717,Close (0.25-0.5 mi),57.692307692307686,53.4965034965035,43.00699300699301,57.692307692307686,27.797202797202797,50.16608391608391,140,Tier 3 - Moderate (25-50%)
11X016,P.S. 016 Wakefield,Elementary,390.0,Northeast Bronx,40.902311,-73.854231,42.30769348,104.6,0.6325000000000001,0.65,1.3591987152854346,Far (>1 mi),28.146853146853147,70.1048951048951,49.3006993006993,28.146853146853147,97.55244755244755,50.12237762237762,141,Tier 3 - Moderate (25-50%)
